Month,customerId,totalAmountIn,totalAmountOut,balance
1,3034096295350927872,833.2499809265137,9082.000030517578,-8248.750049591064
1,3034712977990860800,12162.410095214844,5109.869936943054,7052.54015827179
1,3036133660153904640,12820.650146484375,5767.75,7052.900146484375
1,3037341783667505664,1633.7599792480469,2891.6300048828125,-1257.8700256347656
1,3037403581868036608,3457.4498901367188,6992.869903564453,-3535.4200134277344
1,3039946049732108800,2498.72998046875,6523.330017089844,-4024.6000366210938
1,3040417080851476992,8042.580055236816,9634.760009765625,-1592.1799545288086
1,3046647470937462272,2625.729949951172,3481.27001953125,-855.5400695800781
1,3047243654388133376,0,3764.5800170898438,-3764.5800170898438
1,3049645177577898496,10123.460052490234,6409.309837341309,3714.150215148926
1,3049990661840710144,9427.56997680664,10113.400115966797,-685.8301391601562
1,3050175375026102784,1430.510009765625,0,1430.510009765625
1,3051385805441426432,6165.250030517578,2021.3299865722656,4143.9200439453125
1,3052278730872741888,1758.9000244140625,1690.6600341796875,68.239990234375
1,3052428272768698880,1695.5,2978.280029296875,-1282.780029296875
1,3052832063686778368,4553.4500732421875,4487.7000732421875,65.75
1,3052854284711644160,17628.0400390625,7285.210075855255,10342.829963207245
1,3053985842803184640,226.1699981689453,6179.990096092224,-5953.820097923279
1,3054978806450331648,3982.3199462890625,1605.4299926757812,2376.8899536132812
1,3056341046192329728,5336.860012054443,10825.149885177612,-5488.289873123169
1,3056979513302747136,10927.099975585938,5143.120040893555,5783.979934692383
1,3057054150220396032,661.0599975585938,1834.1600341796875,-1173.1000366210938
1,3057292211254953472,9764.560012817383,19729.939971923828,-9965.379959106445
1,3058093784639312384,4313.059967041016,6851.899974822998,-2538.8400077819824
1,3058738785518374400,8782.809967041016,1543.940013885498,7238.869953155518
1,3059312839155202560,12105.159881591797,9931.479965209961,2173.679916381836
1,3061483837256980480,3221.2000732421875,564.2999877929688,2656.9000854492188
1,3061996613539152896,2898.260009765625,0,2898.260009765625
1,3064494521549705728,12202.859962463379,8746.93002319336,3455.9299392700195
1,3064545125940456960,6909.170013427734,5061.190002441406,1847.9800109863281
1,3064796351311575040,2833.559959411621,4327.800071716309,-1494.2401123046875
1,3065722496040095232,1411.2200012207031,4634.789978027344,-3223.5699768066406
1,3066378321049104384,10330.109985351562,8297.700103759766,2032.4098815917969
1,3066402725411167232,12835.249885559082,934.8400115966797,11900.409873962402
1,3068533606545179136,7933.559997558594,12815.009887695312,-4881.449890136719
1,3068999564447444992,1238.3500366210938,3678.8200073242188,-2440.469970703125
1,3070416033414656000,6796.8299560546875,10010.459854125977,-3213.629898071289
1,3072198273669574144,627.739990234375,5223.870025634766,-4596.130035400391
1,3073140456872085504,2001.4100341796875,4641.5299072265625,-2640.119873046875
1,3073286997846221824,3053.0599975585938,3460.610076904297,-407.5500793457031
1,3073865132111003136,7237.609901428223,826.469970703125,6411.139930725098
1,3074542627108728832,0,1210.0999755859375,-1210.0999755859375
1,3077674027317269504,1755.2099609375,0,1755.2099609375
1,3077886392529611776,10895.959945678711,16225.079956054688,-5329.120010375977
1,3078374825544516096,0,149.74000549316406,-149.74000549316406
1,3078927346379125248,4415.029937744141,480.8699951171875,3934.159942626953
1,3079420147592806912,9057.750007629395,726.0900115966797,8331.659996032715
1,3079459418098119680,6025.830062866211,4727.389984130859,1298.4400787353516
1,3079577048108644352,2364.250015258789,3081.9400329589844,-717.6900177001953
1,3079676119161768960,7591.730048894882,6726.400030136108,865.3300187587738
1,3080038353805440000,1900.7500457763672,1497.459945678711,403.29010009765625
1,3080955855192564224,2915.4400329589844,3616.919990539551,-701.4799575805664
1,3081051595382721536,7421.170032501221,11868.21990442276,-4447.049871921539
1,3081911354293843456,3504.1699829101562,1766.050048828125,1738.1199340820312
1,3083805143321725952,2880.9800415039062,3704.040023803711,-823.0599822998047
1,3084321870943388672,3664.9300479888916,4784.93994140625,-1120.0098934173584
1,3084386060199561216,6932.580001831055,5692.589904785156,1239.9900970458984
1,3084396817869391872,2245.8100814819336,2798.02001953125,-552.2099380493164
1,3085003472811643392,402.1199951171875,0,402.1199951171875
1,3087224259530640384,3524.760040283203,12360.289916992188,-8835.529876708984
1,3089194957381281792,8931.919921875,7472.019866943359,1459.9000549316406
1,3090052161332062720,3921.8599548339844,3927.550048828125,-5.690093994140625
1,3090262490874377216,10882.850006103516,11720.140029907227,-837.2900238037109
1,3090287605313406976,8763.009857177734,11855.149932861328,-3092.1400756835938
1,3090447085335191552,11942.449920654297,6682.070007324219,5260.379913330078
1,3093342403241275392,7062.210075378418,4321.669952392578,2740.54012298584
1,3093585310887152128,3442.4900007247925,3933.2500610351562,-490.76006031036377
1,3095111317539501056,1955.1699981689453,2481.2699584960938,-526.0999603271484
1,3096082492398205952,9846.840087890625,4577.439971923828,5269.400115966797
1,3096562096061287424,7094.999938964844,11975.400146484375,-4880.400207519531
1,3096743769168464896,4270.610015869141,4599.679992675781,-329.0699768066406
1,3097792313332723200,1818.9000244140625,878.72998046875,940.1700439453125
1,3097837421505513984,6125.779968261719,11087.889953613281,-4962.1099853515625
1,3098009619657282048,9955.229965209961,6516.080078125,3439.149887084961
1,3098058547525652480,8852.87996673584,5001.22998046875,3851.64998626709
1,3099238920213229056,6177.110107421875,8065.3499755859375,-1888.2398681640625
1,3100414515410943488,9576.650001525879,13645.94985961914,-4069.2998580932617
1,3100853332442558976,2769.5899658203125,1999.6500091552734,769.9399566650391
1,3100981769467904000,10145.860082626343,4109.430026292801,6036.430056333542
1,3101770506141188608,13187.959899902344,10753.169982910156,2434.7899169921875
1,3102160227887657984,2613.000030517578,2678.779960632324,-65.7799301147461
1,3102910565797337088,6336.329895019531,4799.289978027344,1537.0399169921875
1,3102948805365334528,1848.6600341796875,4562.9801025390625,-2714.320068359375
1,3104495130729636864,2219.2000732421875,947.010009765625,1272.1900634765625
1,3105260644040660480,6868.4299240112305,9990.63013458252,-3122.200210571289
1,3106869458102855680,1107.6099700927734,17005.810012817383,-15898.20004272461
1,3110073372905705984,3689.61004447937,3190.739990234375,498.8700542449951
1,3110441597782604800,7559.1800537109375,17064.750076293945,-9505.570022583008
1,3111762174625475584,5452.4000244140625,6600.220001220703,-1147.8199768066406
1,3115501408875713024,14971.30990409851,14464.240097045898,507.0698070526123
1,3115692482143257600,4946.179962158203,6476.899963378906,-1530.7200012207031
1,3116166121523815936,8898.75,17189.62013244629,-8290.870132446289
1,3116243077023962112,2758.14990234375,4245.540008544922,-1487.3901062011719
1,3119609852949614080,336.54998779296875,2065.159942626953,-1728.6099548339844
1,3121282676317366784,4009.9998779296875,3988.9700622558594,21.029815673828125
1,3121470424021716480,345.489990234375,219.6199951171875,125.8699951171875
1,3121949090023665152,7192.960054397583,12655.61996459961,-5462.659910202026
1,3123320012947185152,6220.8599853515625,1181.8999938964844,5038.959991455078
1,3123441114198265856,1635.8900146484375,529.1199951171875,1106.77001953125
1,3125954846866929664,6063.93000793457,7890.879943847656,-1826.949935913086
1,3126000419286856192,3736.469970703125,9404.610046386719,-5668.140075683594
1,3126176792582754816,3278.72998046875,5197.099929332733,-1918.3699488639832
1,3128020157355527168,11541.670043945312,8366.839859008789,3174.8301849365234
1,3128068256548346368,12708.799903869629,7341.190040111542,5367.609863758087
1,3128491542062255616,1256.1500244140625,0,1256.1500244140625
1,3130792800440839680,245.6699981689453,5046.8900146484375,-4801.220016479492
1,3131119260513926656,1710.6500244140625,1678.1099853515625,32.5400390625
1,3133130784426914304,2867.6099853515625,5911.049987792969,-3043.4400024414062
1,3133507487509628416,2252.3599853515625,0,2252.3599853515625
1,3133640469782786560,5707.4000244140625,1507.9100341796875,4199.489990234375
1,3133661757259236864,2644.7899780273438,8875.660110473633,-6230.870132446289
1,3134509920437197312,9901.420043945312,9887.330089569092,14.089954376220703
1,3136005205462075392,6896.229919433594,13147.80014038086,-6251.570220947266
1,3136156820951058944,1863.7200622558594,3553.4800415039062,-1689.7599792480469
1,3136736909468219392,11162.599975585938,3520.22998046875,7642.3699951171875
1,3138987018226783744,9740.970138549805,10531.809970855713,-790.8398323059082
1,3139118983370893312,3477.8199462890625,9639.81005859375,-6161.9901123046875
1,3140814206144746496,5150.399963378906,5782.119934082031,-631.719970703125
1,3141421035012532736,2115.8199462890625,0,2115.8199462890625
1,3141623551690435584,0,1905.3800048828125,-1905.3800048828125
1,3142963974505155584,4958.390045166016,7658.9000244140625,-2700.509979248047
1,3144249659615517696,6117.129913330078,8543.330017089844,-2426.2001037597656
1,3144801756169607168,1025.300048828125,4646.459976196289,-3621.159927368164
1,3145243225665263104,948.3699951171875,1192.81005859375,-244.4400634765625
1,3146414415525672960,5556.7999267578125,9627.070037841797,-4070.2701110839844
1,3146849857642973696,13438.120025634766,5991.390075683594,7446.729949951172
1,3147493597460939264,5388.639953613281,6243.399932861328,-854.7599792480469
1,3150471281436907520,0,1077.75,-1077.75
1,3150676886577742336,5269.329914093018,8802.760009765625,-3533.4300956726074
1,3151593511039719936,1246.1400146484375,2044.6000366210938,-798.4600219726562
1,3151729941461622784,8087.850128173828,10851.389846801758,-2763.5397186279297
1,3152856472213538816,7548.849937438965,13366.68994140625,-5817.840003967285
1,3153072345171645440,3756.020065307617,7186.730041503906,-3430.709976196289
1,3153672658874776064,112.2699966430664,3013.080078125,-2900.8100814819336
1,3155998833997970944,7169.830043792725,6983.94003868103,185.89000511169434
1,3156238122372416000,4829.68994140625,13607.460075378418,-8777.770133972168
1,3157313216638280192,1728.6099853515625,0,1728.6099853515625
1,3157372522558276096,930.1500244140625,1611.949951171875,-681.7999267578125
1,3158214800679108096,1189.3800048828125,0,1189.3800048828125
1,3158539252407541760,4521.649978637695,7992.259979248047,-3470.6100006103516
1,3158638759339729920,4191.769943237305,6870.4999351501465,-2678.729991912842
1,3159141048190682624,4346.509986877441,10000.310119628906,-5653.800132751465
1,3159325655876915200,3160.330032348633,2705.1099548339844,455.22007751464844
1,3160066011086691840,2635.93994140625,2786.9600219726562,-151.02008056640625
1,3160198416415622656,9547.02010345459,3224.5199584960938,6322.500144958496
1,3162013770737837056,1845.1200256347656,3567.3300156593323,-1722.2099900245667
1,3162040418451619840,3092.9600524902344,8894.199973106384,-5801.23992061615
1,3163888842302272000,9284.890045166016,9982.469982147217,-697.5799369812012
1,3164081429058854912,15114.379852294922,13333.56997680664,1780.8098754882812
1,3164311765399079424,11651.45004272461,11521.829895019531,129.62014770507812
1,3164978852807858176,1856.7000427246094,5008.539968490601,-3151.839925765991
1,3164991101391463424,6975.1400146484375,7991.529968261719,-1016.3899536132812
1,3165648151068876800,2931.2499389648438,11409.709976196289,-8478.460037231445
1,3165734040324768256,11924.580047607422,15124.799896240234,-3200.2198486328125
1,3166607964685916672,6490.840057373047,5172.960037231445,1317.8800201416016
1,3166661137326272000,3910.060089111328,13803.369934082031,-9893.309844970703
1,3166768328911814656,0,1519.4100341796875,-1519.4100341796875
1,3167164084123932160,1905.8800048828125,20.969999313354492,1884.910005569458
1,3168246810788059136,4961.919921875,2125.2699813842773,2836.6499404907227
1,3169189669598799872,5029.3399658203125,5864.510009765625,-835.1700439453125
1,3172805183321951232,7805.910057067871,13422.660090446472,-5616.750033378601
1,3177552452729269248,9192.149993896484,3466.7700805664062,5725.379913330078
1,3177827579001037312,1548.5899658203125,2104.800048828125,-556.2100830078125
1,3181054361270573056,1718.6900024414062,3873.5399169921875,-2154.8499145507812
1,3181249100319101440,0,1477.469970703125,-1477.469970703125
1,3182834455970139648,7636.429992675781,1647.3899688720703,5989.040023803711
1,3183669729397350912,5967.569976806641,5386.25,581.3199768066406
1,3184375631846959616,2213.9199752807617,1628.7000122070312,585.2199630737305
1,3186006179425568256,0,2234.1600341796875,-2234.1600341796875
1,3187071910288092672,8510.239944458008,6817.249988555908,1692.9899559020996
1,3187153971302930432,6340.130009651184,1804.4400329589844,4535.6899766922
1,3187196307565529088,860.7200012207031,1806.9200439453125,-946.2000427246094
